,T1_Spelling,T1_ID,T1_Seed,T2_Spelling,T2_ID,T2_Seed
1191,tennessee,3397,6,sacred heart,3357,16
1192,tennessee,3397,6,holy cross,3221,16
1193,tennessee,3397,6,presbyterian,3342,16
1194,tennessee,3397,6,drexel,3180,16
1195,tennessee,3397,6,ut martin,3404,16
1196,tennessee,3397,6,a&m-corpus christi,3394,16
1197,nebraska,3304,6,syracuse,3393,6
1198,nebraska,3304,6,louisville,3257,6
1199,nebraska,3304,6,duke,3181,7
1200,nebraska,3304,6,ole miss,3279,7
1201,nebraska,3304,6,creighton,3166,7
1202,nebraska,3304,6,iowa state,3235,7
1203,nebraska,3304,6,kansas,3242,8
1204,nebraska,3304,6,alabama,3104,8
1205,nebraska,3304,6,north carolina,3314,8
1206,nebraska,3304,6,west virginia,3452,8
1207,nebraska,3304,6,michigan,3276,9
1208,nebraska,3304,6,florida state,3199,9
1209,nebraska,3304,6,michigan state,3277,9
1210,nebraska,3304,6,princeton,3343,9
1211,nebraska,3304,6,richmond,3350,10
1212,nebraska,3304,6,marquette,3266,10
1213,nebraska,3304,6,unlv,3424,10
1214,nebraska,3304,6,maryland,3268,10
1215,nebraska,3304,6,middle tennessee,3292,11
1216,nebraska,3304,6,texas a&m,3401,11
1217,nebraska,3304,6,green bay,3453,11
1218,nebraska,3304,6,auburn,3120,11
1219,nebraska,3304,6,arizona,3112,11
1220,nebraska,3304,6,florida gulf coast,3195,12
1221,nebraska,3304,6,south dakota state,3355,12
1222,nebraska,3304,6,columbia,3162,12
1223,nebraska,3304,6,vanderbilt,3435,12
1224,nebraska,3304,6,drake,3179,12
1225,nebraska,3304,6,portland,3339,13
1226,nebraska,3304,6,fairfield,3193,13
1227,nebraska,3304,6,marshall,3267,13
1228,nebraska,3304,6,uc irvine,3414,13
1229,nebraska,3304,6,chattanooga,3151,14
1230,nebraska,3304,6,jackson state,3238,14
1231,nebraska,3304,6,rice,3349,14
1232,nebraska,3304,6,eastern washington,3186,14
1233,nebraska,3304,6,maine,3263,15
1234,nebraska,3304,6,california baptist,3465,15
1235,nebraska,3304,6,kent state,3245,15
1236,nebraska,3304,6,norfolk state,3313,15
1237,nebraska,3304,6,sacred heart,3357,16
1238,nebraska,3304,6,holy cross,3221,16
1239,nebraska,3304,6,presbyterian,3342,16
1240,nebraska,3304,6,drexel,3180,16
1241,nebraska,3304,6,ut martin,3404,16
1242,nebraska,3304,6,a&m-corpus christi,3394,16
1243,syracuse,3393,6,louisville,3257,6
1244,syracuse,3393,6,duke,3181,7
1245,syracuse,3393,6,ole miss,3279,7
1246,syracuse,3393,6,creighton,3166,7
1247,syracuse,3393,6,iowa state,3235,7
1248,syracuse,3393,6,kansas,3242,8
1249,syracuse,3393,6,alabama,3104,8
1250,syracuse,3393,6,north carolina,3314,8
1251,syracuse,3393,6,west virginia,3452,8
1252,syracuse,3393,6,michigan,3276,9
1253,syracuse,3393,6,florida state,3199,9
1254,syracuse,3393,6,michigan state,3277,9
1255,syracuse,3393,6,princeton,3343,9
1256,syracuse,3393,6,richmond,3350,10
1257,syracuse,3393,6,marquette,3266,10
1258,syracuse,3393,6,unlv,3424,10
1259,syracuse,3393,6,maryland,3268,10
1260,syracuse,3393,6,middle tennessee,3292,11
1261,syracuse,3393,6,texas a&m,3401,11
1262,syracuse,3393,6,green bay,3453,11
1263,syracuse,3393,6,auburn,3120,11
1264,syracuse,3393,6,arizona,3112,11
1265,syracuse,3393,6,florida gulf coast,3195,12
1266,syracuse,3393,6,south dakota state,3355,12
1267,syracuse,3393,6,columbia,3162,12
1268,syracuse,3393,6,vanderbilt,3435,12
1269,syracuse,3393,6,drake,3179,12
1270,syracuse,3393,6,portland,3339,13
1271,syracuse,3393,6,fairfield,3193,13
1272,syracuse,3393,6,marshall,3267,13
1273,syracuse,3393,6,uc irvine,3414,13
1274,syracuse,3393,6,chattanooga,3151,14
1275,syracuse,3393,6,jackson state,3238,14
1276,syracuse,3393,6,rice,3349,14
1277,syracuse,3393,6,eastern washington,3186,14
1278,syracuse,3393,6,maine,3263,15
1279,syracuse,3393,6,california baptist,3465,15
1280,syracuse,3393,6,kent state,3245,15
1281,syracuse,3393,6,norfolk state,3313,15
1282,syracuse,3393,6,sacred heart,3357,16
1283,syracuse,3393,6,holy cross,3221,16
1284,syracuse,3393,6,presbyterian,3342,16
1285,syracuse,3393,6,drexel,3180,16
1286,syracuse,3393,6,ut martin,3404,16
1287,syracuse,3393,6,a&m-corpus christi,3394,16
1288,louisville,3257,6,duke,3181,7
1289,louisville,3257,6,ole miss,3279,7
1290,louisville,3257,6,creighton,3166,7
1291,louisville,3257,6,iowa state,3235,7
1292,louisville,3257,6,kansas,3242,8
1293,louisville,3257,6,alabama,3104,8
1294,louisville,3257,6,north carolina,3314,8
1295,louisville,3257,6,west virginia,3452,8
1296,louisville,3257,6,michigan,3276,9
1297,louisville,3257,6,florida state,3199,9
1298,louisville,3257,6,michigan state,3277,9
1299,louisville,3257,6,princeton,3343,9
1300,louisville,3257,6,richmond,3350,10
1301,louisville,3257,6,marquette,3266,10
1302,louisville,3257,6,unlv,3424,10
1303,louisville,3257,6,maryland,3268,10
1304,louisville,3257,6,middle tennessee,3292,11
1305,louisville,3257,6,texas a&m,3401,11
1306,louisville,3257,6,green bay,3453,11
1307,louisville,3257,6,auburn,3120,11
1308,louisville,3257,6,arizona,3112,11
1309,louisville,3257,6,florida gulf coast,3195,12
1310,louisville,3257,6,south dakota state,3355,12
1311,louisville,3257,6,columbia,3162,12
1312,louisville,3257,6,vanderbilt,3435,12
1313,louisville,3257,6,drake,3179,12
1314,louisville,3257,6,portland,3339,13
1315,louisville,3257,6,fairfield,3193,13
1316,louisville,3257,6,marshall,3267,13
1317,louisville,3257,6,uc irvine,3414,13
1318,louisville,3257,6,chattanooga,3151,14
1319,louisville,3257,6,jackson state,3238,14
1320,louisville,3257,6,rice,3349,14
1321,louisville,3257,6,eastern washington,3186,14
1322,louisville,3257,6,maine,3263,15
1323,louisville,3257,6,california baptist,3465,15
1324,louisville,3257,6,kent state,3245,15
1325,louisville,3257,6,norfolk state,3313,15
1326,louisville,3257,6,sacred heart,3357,16
1327,louisville,3257,6,holy cross,3221,16
1328,louisville,3257,6,presbyterian,3342,16
1329,louisville,3257,6,drexel,3180,16
1330,louisville,3257,6,ut martin,3404,16
1331,louisville,3257,6,a&m-corpus christi,3394,16
1332,duke,3181,7,ole miss,3279,7
1333,duke,3181,7,creighton,3166,7
1334,duke,3181,7,iowa state,3235,7
1335,duke,3181,7,kansas,3242,8
1336,duke,3181,7,alabama,3104,8
1337,duke,3181,7,north carolina,3314,8
1338,duke,3181,7,west virginia,3452,8
1339,duke,3181,7,michigan,3276,9
1340,duke,3181,7,florida state,3199,9
1341,duke,3181,7,michigan state,3277,9
1342,duke,3181,7,princeton,3343,9
1343,duke,3181,7,richmond,3350,10
1344,duke,3181,7,marquette,3266,10
1345,duke,3181,7,unlv,3424,10
1346,duke,3181,7,maryland,3268,10
1347,duke,3181,7,middle tennessee,3292,11
1348,duke,3181,7,texas a&m,3401,11
1349,duke,3181,7,green bay,3453,11
1350,duke,3181,7,auburn,3120,11
1351,duke,3181,7,arizona,3112,11
1352,duke,3181,7,florida gulf coast,3195,12
1353,duke,3181,7,south dakota state,3355,12
1354,duke,3181,7,columbia,3162,12
1355,duke,3181,7,vanderbilt,3435,12
1356,duke,3181,7,drake,3179,12
1357,duke,3181,7,portland,3339,13
1358,duke,3181,7,fairfield,3193,13
1359,duke,3181,7,marshall,3267,13
1360,duke,3181,7,uc irvine,3414,13
1361,duke,3181,7,chattanooga,3151,14
1362,duke,3181,7,jackson state,3238,14
1363,duke,3181,7,rice,3349,14
1364,duke,3181,7,eastern washington,3186,14
1365,duke,3181,7,maine,3263,15
1366,duke,3181,7,california baptist,3465,15
1367,duke,3181,7,kent state,3245,15
1368,duke,3181,7,norfolk state,3313,15
1369,duke,3181,7,sacred heart,3357,16
1370,duke,3181,7,holy cross,3221,16
1371,duke,3181,7,presbyterian,3342,16
1372,duke,3181,7,drexel,3180,16
1373,duke,3181,7,ut martin,3404,16
1374,duke,3181,7,a&m-corpus christi,3394,16
1375,ole miss,3279,7,creighton,3166,7
1376,ole miss,3279,7,iowa state,3235,7
1377,ole miss,3279,7,kansas,3242,8
1378,ole miss,3279,7,alabama,3104,8
1379,ole miss,3279,7,north carolina,3314,8
1380,ole miss,3279,7,west virginia,3452,8
1381,ole miss,3279,7,michigan,3276,9
1382,ole miss,3279,7,florida state,3199,9
1383,ole miss,3279,7,michigan state,3277,9
1384,ole miss,3279,7,princeton,3343,9
1385,ole miss,3279,7,richmond,3350,10
1386,ole miss,3279,7,marquette,3266,10
1387,ole miss,3279,7,unlv,3424,10
1388,ole miss,3279,7,maryland,3268,10
1389,ole miss,3279,7,middle tennessee,3292,11
1390,ole miss,3279,7,texas a&m,3401,11
1391,ole miss,3279,7,green bay,3453,11
1392,ole miss,3279,7,auburn,3120,11
1393,ole miss,3279,7,arizona,3112,11
1394,ole miss,3279,7,florida gulf coast,3195,12
1395,ole miss,3279,7,south dakota state,3355,12
1396,ole miss,3279,7,columbia,3162,12
1397,ole miss,3279,7,vanderbilt,3435,12
1398,ole miss,3279,7,drake,3179,12
1399,ole miss,3279,7,portland,3339,13
1400,ole miss,3279,7,fairfield,3193,13
1401,ole miss,3279,7,marshall,3267,13
1402,ole miss,3279,7,uc irvine,3414,13
1403,ole miss,3279,7,chattanooga,3151,14
1404,ole miss,3279,7,jackson state,3238,14
1405,ole miss,3279,7,rice,3349,14
1406,ole miss,3279,7,eastern washington,3186,14
1407,ole miss,3279,7,maine,3263,15
1408,ole miss,3279,7,california baptist,3465,15
1409,ole miss,3279,7,kent state,3245,15
1410,ole miss,3279,7,norfolk state,3313,15
1411,ole miss,3279,7,sacred heart,3357,16
1412,ole miss,3279,7,holy cross,3221,16
1413,ole miss,3279,7,presbyterian,3342,16
1414,ole miss,3279,7,drexel,3180,16
1415,ole miss,3279,7,ut martin,3404,16
1416,ole miss,3279,7,a&m-corpus christi,3394,16
1417,creighton,3166,7,iowa state,3235,7
1418,creighton,3166,7,kansas,3242,8
1419,creighton,3166,7,alabama,3104,8
1420,creighton,3166,7,north carolina,3314,8
1421,creighton,3166,7,west virginia,3452,8
1422,creighton,3166,7,michigan,3276,9
1423,creighton,3166,7,florida state,3199,9
1424,creighton,3166,7,michigan state,3277,9
1425,creighton,3166,7,princeton,3343,9
1426,creighton,3166,7,richmond,3350,10
1427,creighton,3166,7,marquette,3266,10
1428,creighton,3166,7,unlv,3424,10
1429,creighton,3166,7,maryland,3268,10
1430,creighton,3166,7,middle tennessee,3292,11
1431,creighton,3166,7,texas a&m,3401,11
1432,creighton,3166,7,green bay,3453,11
1433,creighton,3166,7,auburn,3120,11
1434,creighton,3166,7,arizona,3112,11
1435,creighton,3166,7,florida gulf coast,3195,12
1436,creighton,3166,7,south dakota state,3355,12
1437,creighton,3166,7,columbia,3162,12
1438,creighton,3166,7,vanderbilt,3435,12
1439,creighton,3166,7,drake,3179,12
1440,creighton,3166,7,portland,3339,13
1441,creighton,3166,7,fairfield,3193,13
1442,creighton,3166,7,marshall,3267,13
1443,creighton,3166,7,uc irvine,3414,13
1444,creighton,3166,7,chattanooga,3151,14
1445,creighton,3166,7,jackson state,3238,14
1446,creighton,3166,7,rice,3349,14
1447,creighton,3166,7,eastern washington,3186,14
1448,creighton,3166,7,maine,3263,15
1449,creighton,3166,7,california baptist,3465,15
1450,creighton,3166,7,kent state,3245,15
1451,creighton,3166,7,norfolk state,3313,15
1452,creighton,3166,7,sacred heart,3357,16
1453,creighton,3166,7,holy cross,3221,16
1454,creighton,3166,7,presbyterian,3342,16
1455,creighton,3166,7,drexel,3180,16
1456,creighton,3166,7,ut martin,3404,16
1457,creighton,3166,7,a&m-corpus christi,3394,16
1458,iowa state,3235,7,kansas,3242,8
1459,iowa state,3235,7,alabama,3104,8
1460,iowa state,3235,7,north carolina,3314,8
1461,iowa state,3235,7,west virginia,3452,8
1462,iowa state,3235,7,michigan,3276,9
1463,iowa state,3235,7,florida state,3199,9
1464,iowa state,3235,7,michigan state,3277,9
1465,iowa state,3235,7,princeton,3343,9
1466,iowa state,3235,7,richmond,3350,10
1467,iowa state,3235,7,marquette,3266,10
1468,iowa state,3235,7,unlv,3424,10
1469,iowa state,3235,7,maryland,3268,10
1470,iowa state,3235,7,middle tennessee,3292,11
1471,iowa state,3235,7,texas a&m,3401,11
1472,iowa state,3235,7,green bay,3453,11
1473,iowa state,3235,7,auburn,3120,11
1474,iowa state,3235,7,arizona,3112,11
1475,iowa state,3235,7,florida gulf coast,3195,12
1476,iowa state,3235,7,south dakota state,3355,12
1477,iowa state,3235,7,columbia,3162,12
1478,iowa state,3235,7,vanderbilt,3435,12
1479,iowa state,3235,7,drake,3179,12
1480,iowa state,3235,7,portland,3339,13
1481,iowa state,3235,7,fairfield,3193,13
1482,iowa state,3235,7,marshall,3267,13
1483,iowa state,3235,7,uc irvine,3414,13
1484,iowa state,3235,7,chattanooga,3151,14
1485,iowa state,3235,7,jackson state,3238,14
1486,iowa state,3235,7,rice,3349,14
1487,iowa state,3235,7,eastern washington,3186,14
1488,iowa state,3235,7,maine,3263,15
1489,iowa state,3235,7,california baptist,3465,15
1490,iowa state,3235,7,kent state,3245,15
1491,iowa state,3235,7,norfolk state,3313,15
1492,iowa state,3235,7,sacred heart,3357,16
1493,iowa state,3235,7,holy cross,3221,16
1494,iowa state,3235,7,presbyterian,3342,16
1495,iowa state,3235,7,drexel,3180,16
1496,iowa state,3235,7,ut martin,3404,16
1497,iowa state,3235,7,a&m-corpus christi,3394,16
1498,kansas,3242,8,alabama,3104,8
1499,kansas,3242,8,north carolina,3314,8
1500,kansas,3242,8,west virginia,3452,8
1501,kansas,3242,8,michigan,3276,9
1502,kansas,3242,8,florida state,3199,9
1503,kansas,3242,8,michigan state,3277,9
1504,kansas,3242,8,princeton,3343,9
1505,kansas,3242,8,richmond,3350,10
1506,kansas,3242,8,marquette,3266,10
1507,kansas,3242,8,unlv,3424,10
1508,kansas,3242,8,maryland,3268,10
1509,kansas,3242,8,middle tennessee,3292,11
1510,kansas,3242,8,texas a&m,3401,11
1511,kansas,3242,8,green bay,3453,11
1512,kansas,3242,8,auburn,3120,11
1513,kansas,3242,8,arizona,3112,11
1514,kansas,3242,8,florida gulf coast,3195,12
1515,kansas,3242,8,south dakota state,3355,12
1516,kansas,3242,8,columbia,3162,12
1517,kansas,3242,8,vanderbilt,3435,12
1518,kansas,3242,8,drake,3179,12
1519,kansas,3242,8,portland,3339,13
1520,kansas,3242,8,fairfield,3193,13
1521,kansas,3242,8,marshall,3267,13
1522,kansas,3242,8,uc irvine,3414,13
1523,kansas,3242,8,chattanooga,3151,14
1524,kansas,3242,8,jackson state,3238,14
1525,kansas,3242,8,rice,3349,14
1526,kansas,3242,8,eastern washington,3186,14
1527,kansas,3242,8,maine,3263,15
1528,kansas,3242,8,california baptist,3465,15
1529,kansas,3242,8,kent state,3245,15
1530,kansas,3242,8,norfolk state,3313,15
1531,kansas,3242,8,sacred heart,3357,16
1532,kansas,3242,8,holy cross,3221,16
1533,kansas,3242,8,presbyterian,3342,16
1534,kansas,3242,8,drexel,3180,16
1535,kansas,3242,8,ut martin,3404,16
1536,kansas,3242,8,a&m-corpus christi,3394,16
1537,alabama,3104,8,north carolina,3314,8
1538,alabama,3104,8,west virginia,3452,8
1539,alabama,3104,8,michigan,3276,9
1540,alabama,3104,8,florida state,3199,9
1541,alabama,3104,8,michigan state,3277,9
1542,alabama,3104,8,princeton,3343,9
1543,alabama,3104,8,richmond,3350,10
1544,alabama,3104,8,marquette,3266,10
1545,alabama,3104,8,unlv,3424,10
1546,alabama,3104,8,maryland,3268,10
1547,alabama,3104,8,middle tennessee,3292,11
1548,alabama,3104,8,texas a&m,3401,11
1549,alabama,3104,8,green bay,3453,11
1550,alabama,3104,8,auburn,3120,11
1551,alabama,3104,8,arizona,3112,11
1552,alabama,3104,8,florida gulf coast,3195,12
1553,alabama,3104,8,south dakota state,3355,12
1554,alabama,3104,8,columbia,3162,12
1555,alabama,3104,8,vanderbilt,3435,12
1556,alabama,3104,8,drake,3179,12
1557,alabama,3104,8,portland,3339,13
1558,alabama,3104,8,fairfield,3193,13
1559,alabama,3104,8,marshall,3267,13
1560,alabama,3104,8,uc irvine,3414,13
1561,alabama,3104,8,chattanooga,3151,14
1562,alabama,3104,8,jackson state,3238,14
1563,alabama,3104,8,rice,3349,14
1564,alabama,3104,8,eastern washington,3186,14
1565,alabama,3104,8,maine,3263,15
1566,alabama,3104,8,california baptist,3465,15
1567,alabama,3104,8,kent state,3245,15
1568,alabama,3104,8,norfolk state,3313,15
1569,alabama,3104,8,sacred heart,3357,16
1570,alabama,3104,8,holy cross,3221,16
1571,alabama,3104,8,presbyterian,3342,16
1572,alabama,3104,8,drexel,3180,16
1573,alabama,3104,8,ut martin,3404,16
1574,alabama,3104,8,a&m-corpus christi,3394,16
1575,north carolina,3314,8,west virginia,3452,8
1576,north carolina,3314,8,michigan,3276,9
1577,north carolina,3314,8,florida state,3199,9
1578,north carolina,3314,8,michigan state,3277,9
1579,north carolina,3314,8,princeton,3343,9
1580,north carolina,3314,8,richmond,3350,10
1581,north carolina,3314,8,marquette,3266,10
1582,north carolina,3314,8,unlv,3424,10
1583,north carolina,3314,8,maryland,3268,10
1584,north carolina,3314,8,middle tennessee,3292,11
1585,north carolina,3314,8,texas a&m,3401,11
1586,north carolina,3314,8,green bay,3453,11
1587,north carolina,3314,8,auburn,3120,11
1588,north carolina,3314,8,arizona,3112,11
1589,north carolina,3314,8,florida gulf coast,3195,12
1590,north carolina,3314,8,south dakota state,3355,12
1591,north carolina,3314,8,columbia,3162,12
1592,north carolina,3314,8,vanderbilt,3435,12
1593,north carolina,3314,8,drake,3179,12
1594,north carolina,3314,8,portland,3339,13
1595,north carolina,3314,8,fairfield,3193,13
1596,north carolina,3314,8,marshall,3267,13
1597,north carolina,3314,8,uc irvine,3414,13
1598,north carolina,3314,8,chattanooga,3151,14
1599,north carolina,3314,8,jackson state,3238,14
1600,north carolina,3314,8,rice,3349,14
1601,north carolina,3314,8,eastern washington,3186,14
1602,north carolina,3314,8,maine,3263,15
1603,north carolina,3314,8,california baptist,3465,15
1604,north carolina,3314,8,kent state,3245,15
1605,north carolina,3314,8,norfolk state,3313,15
1606,north carolina,3314,8,sacred heart,3357,16
1607,north carolina,3314,8,holy cross,3221,16
1608,north carolina,3314,8,presbyterian,3342,16
1609,north carolina,3314,8,drexel,3180,16
1610,north carolina,3314,8,ut martin,3404,16
1611,north carolina,3314,8,a&m-corpus christi,3394,16
1612,west virginia,3452,8,michigan,3276,9
1613,west virginia,3452,8,florida state,3199,9
1614,west virginia,3452,8,michigan state,3277,9
1615,west virginia,3452,8,princeton,3343,9
1616,west virginia,3452,8,richmond,3350,10
1617,west virginia,3452,8,marquette,3266,10
1618,west virginia,3452,8,unlv,3424,10
1619,west virginia,3452,8,maryland,3268,10
1620,west virginia,3452,8,middle tennessee,3292,11
1621,west virginia,3452,8,texas a&m,3401,11
1622,west virginia,3452,8,green bay,3453,11
1623,west virginia,3452,8,auburn,3120,11
1624,west virginia,3452,8,arizona,3112,11
1625,west virginia,3452,8,florida gulf coast,3195,12
1626,west virginia,3452,8,south dakota state,3355,12
1627,west virginia,3452,8,columbia,3162,12
1628,west virginia,3452,8,vanderbilt,3435,12
1629,west virginia,3452,8,drake,3179,12
1630,west virginia,3452,8,portland,3339,13
1631,west virginia,3452,8,fairfield,3193,13
1632,west virginia,3452,8,marshall,3267,13
1633,west virginia,3452,8,uc irvine,3414,13
1634,west virginia,3452,8,chattanooga,3151,14
1635,west virginia,3452,8,jackson state,3238,14
1636,west virginia,3452,8,rice,3349,14
1637,west virginia,3452,8,eastern washington,3186,14
1638,west virginia,3452,8,maine,3263,15
1639,west virginia,3452,8,california baptist,3465,15
1640,west virginia,3452,8,kent state,3245,15
1641,west virginia,3452,8,norfolk state,3313,15
1642,west virginia,3452,8,sacred heart,3357,16
1643,west virginia,3452,8,holy cross,3221,16
1644,west virginia,3452,8,presbyterian,3342,16
1645,west virginia,3452,8,drexel,3180,16
1646,west virginia,3452,8,ut martin,3404,16
1647,west virginia,3452,8,a&m-corpus christi,3394,16
1648,michigan,3276,9,florida state,3199,9
1649,michigan,3276,9,michigan state,3277,9
1650,michigan,3276,9,princeton,3343,9
1651,michigan,3276,9,richmond,3350,10
1652,michigan,3276,9,marquette,3266,10
1653,michigan,3276,9,unlv,3424,10
1654,michigan,3276,9,maryland,3268,10
1655,michigan,3276,9,middle tennessee,3292,11
1656,michigan,3276,9,texas a&m,3401,11
1657,michigan,3276,9,green bay,3453,11
1658,michigan,3276,9,auburn,3120,11
1659,michigan,3276,9,arizona,3112,11
1660,michigan,3276,9,florida gulf coast,3195,12
1661,michigan,3276,9,south dakota state,3355,12
1662,michigan,3276,9,columbia,3162,12
1663,michigan,3276,9,vanderbilt,3435,12
1664,michigan,3276,9,drake,3179,12
1665,michigan,3276,9,portland,3339,13
1666,michigan,3276,9,fairfield,3193,13
1667,michigan,3276,9,marshall,3267,13
1668,michigan,3276,9,uc irvine,3414,13
1669,michigan,3276,9,chattanooga,3151,14
1670,michigan,3276,9,jackson state,3238,14
1671,michigan,3276,9,rice,3349,14
1672,michigan,3276,9,eastern washington,3186,14
1673,michigan,3276,9,maine,3263,15
1674,michigan,3276,9,california baptist,3465,15
1675,michigan,3276,9,kent state,3245,15
1676,michigan,3276,9,norfolk state,3313,15
1677,michigan,3276,9,sacred heart,3357,16
1678,michigan,3276,9,holy cross,3221,16
1679,michigan,3276,9,presbyterian,3342,16
1680,michigan,3276,9,drexel,3180,16
1681,michigan,3276,9,ut martin,3404,16
1682,michigan,3276,9,a&m-corpus christi,3394,16
1683,florida state,3199,9,michigan state,3277,9
1684,florida state,3199,9,princeton,3343,9
1685,florida state,3199,9,richmond,3350,10
1686,florida state,3199,9,marquette,3266,10
1687,florida state,3199,9,unlv,3424,10
1688,florida state,3199,9,maryland,3268,10
1689,florida state,3199,9,middle tennessee,3292,11
1690,florida state,3199,9,texas a&m,3401,11
1691,florida state,3199,9,green bay,3453,11
1692,florida state,3199,9,auburn,3120,11
1693,florida state,3199,9,arizona,3112,11
1694,florida state,3199,9,florida gulf coast,3195,12
1695,florida state,3199,9,south dakota state,3355,12
1696,florida state,3199,9,columbia,3162,12
1697,florida state,3199,9,vanderbilt,3435,12
1698,florida state,3199,9,drake,3179,12
1699,florida state,3199,9,portland,3339,13
1700,florida state,3199,9,fairfield,3193,13
1701,florida state,3199,9,marshall,3267,13
1702,florida state,3199,9,uc irvine,3414,13
1703,florida state,3199,9,chattanooga,3151,14
1704,florida state,3199,9,jackson state,3238,14
1705,florida state,3199,9,rice,3349,14
1706,florida state,3199,9,eastern washington,3186,14
1707,florida state,3199,9,maine,3263,15
1708,florida state,3199,9,california baptist,3465,15
1709,florida state,3199,9,kent state,3245,15
1710,florida state,3199,9,norfolk state,3313,15
1711,florida state,3199,9,sacred heart,3357,16
1712,florida state,3199,9,holy cross,3221,16
1713,florida state,3199,9,presbyterian,3342,16
1714,florida state,3199,9,drexel,3180,16
1715,florida state,3199,9,ut martin,3404,16
1716,florida state,3199,9,a&m-corpus christi,3394,16
1717,michigan state,3277,9,princeton,3343,9
1718,michigan state,3277,9,richmond,3350,10
1719,michigan state,3277,9,marquette,3266,10
1720,michigan state,3277,9,unlv,3424,10
1721,michigan state,3277,9,maryland,3268,10
1722,michigan state,3277,9,middle tennessee,3292,11
1723,michigan state,3277,9,texas a&m,3401,11
1724,michigan state,3277,9,green bay,3453,11
1725,michigan state,3277,9,auburn,3120,11
1726,michigan state,3277,9,arizona,3112,11
1727,michigan state,3277,9,florida gulf coast,3195,12
1728,michigan state,3277,9,south dakota state,3355,12
1729,michigan state,3277,9,columbia,3162,12
1730,michigan state,3277,9,vanderbilt,3435,12
1731,michigan state,3277,9,drake,3179,12
1732,michigan state,3277,9,portland,3339,13
1733,michigan state,3277,9,fairfield,3193,13
1734,michigan state,3277,9,marshall,3267,13
1735,michigan state,3277,9,uc irvine,3414,13
1736,michigan state,3277,9,chattanooga,3151,14
1737,michigan state,3277,9,jackson state,3238,14
1738,michigan state,3277,9,rice,3349,14
1739,michigan state,3277,9,eastern washington,3186,14
1740,michigan state,3277,9,maine,3263,15
1741,michigan state,3277,9,california baptist,3465,15
1742,michigan state,3277,9,kent state,3245,15
1743,michigan state,3277,9,norfolk state,3313,15
1744,michigan state,3277,9,sacred heart,3357,16
1745,michigan state,3277,9,holy cross,3221,16
1746,michigan state,3277,9,presbyterian,3342,16
1747,michigan state,3277,9,drexel,3180,16
1748,michigan state,3277,9,ut martin,3404,16
1749,michigan state,3277,9,a&m-corpus christi,3394,16
1750,princeton,3343,9,richmond,3350,10
1751,princeton,3343,9,marquette,3266,10
1752,princeton,3343,9,unlv,3424,10
1753,princeton,3343,9,maryland,3268,10
1754,princeton,3343,9,middle tennessee,3292,11
1755,princeton,3343,9,texas a&m,3401,11
1756,princeton,3343,9,green bay,3453,11
1757,princeton,3343,9,auburn,3120,11
1758,princeton,3343,9,arizona,3112,11
1759,princeton,3343,9,florida gulf coast,3195,12
1760,princeton,3343,9,south dakota state,3355,12
1761,princeton,3343,9,columbia,3162,12
1762,princeton,3343,9,vanderbilt,3435,12
1763,princeton,3343,9,drake,3179,12
1764,princeton,3343,9,portland,3339,13
1765,princeton,3343,9,fairfield,3193,13
1766,princeton,3343,9,marshall,3267,13
1767,princeton,3343,9,uc irvine,3414,13
1768,princeton,3343,9,chattanooga,3151,14
1769,princeton,3343,9,jackson state,3238,14
1770,princeton,3343,9,rice,3349,14
1771,princeton,3343,9,eastern washington,3186,14
1772,princeton,3343,9,maine,3263,15
1773,princeton,3343,9,california baptist,3465,15
1774,princeton,3343,9,kent state,3245,15
1775,princeton,3343,9,norfolk state,3313,15
1776,princeton,3343,9,sacred heart,3357,16
1777,princeton,3343,9,holy cross,3221,16
1778,princeton,3343,9,presbyterian,3342,16
1779,princeton,3343,9,drexel,3180,16
1780,princeton,3343,9,ut martin,3404,16
1781,princeton,3343,9,a&m-corpus christi,3394,16
1782,richmond,3350,10,marquette,3266,10
1783,richmond,3350,10,unlv,3424,10
1784,richmond,3350,10,maryland,3268,10
1785,richmond,3350,10,middle tennessee,3292,11
1786,richmond,3350,10,texas a&m,3401,11
1787,richmond,3350,10,green bay,3453,11
1788,richmond,3350,10,auburn,3120,11
1789,richmond,3350,10,arizona,3112,11
1790,richmond,3350,10,florida gulf coast,3195,12
1791,richmond,3350,10,south dakota state,3355,12
1792,richmond,3350,10,columbia,3162,12
1793,richmond,3350,10,vanderbilt,3435,12
1794,richmond,3350,10,drake,3179,12
1795,richmond,3350,10,portland,3339,13
1796,richmond,3350,10,fairfield,3193,13
1797,richmond,3350,10,marshall,3267,13
1798,richmond,3350,10,uc irvine,3414,13
1799,richmond,3350,10,chattanooga,3151,14
1800,richmond,3350,10,jackson state,3238,14
1801,richmond,3350,10,rice,3349,14
1802,richmond,3350,10,eastern washington,3186,14
1803,richmond,3350,10,maine,3263,15
1804,richmond,3350,10,california baptist,3465,15
1805,richmond,3350,10,kent state,3245,15
1806,richmond,3350,10,norfolk state,3313,15
1807,richmond,3350,10,sacred heart,3357,16
1808,richmond,3350,10,holy cross,3221,16
1809,richmond,3350,10,presbyterian,3342,16
1810,richmond,3350,10,drexel,3180,16
1811,richmond,3350,10,ut martin,3404,16
1812,richmond,3350,10,a&m-corpus christi,3394,16
1813,marquette,3266,10,unlv,3424,10
1814,marquette,3266,10,maryland,3268,10
1815,marquette,3266,10,middle tennessee,3292,11
