HigherSeed,HigherSeedID,HigherSeedNum,LowerSeed,LowerSeedID,LowerSeedNum,Predictions
Miami FL,1274,7,Furman,1202,15,
Miami OH,1275,11,Furman,1202,15,
Michigan,1276,1,Furman,1202,15,
Michigan St,1277,3,Furman,1202,15,
Missouri,1281,10,Furman,1202,15,
N Dakota St,1295,14,Furman,1202,15,
NC State,1301,11,Furman,1202,15,
Nebraska,1304,4,Furman,1202,15,
North Carolina,1314,6,Furman,1202,15,
Northern Iowa,1320,12,Furman,1202,15,
Ohio St,1326,8,Furman,1202,15,
Penn,1335,14,Furman,1202,15,
Furman,1202,15,Prairie View,1341,16,
Purdue,1345,2,Furman,1202,15,
Furman,1202,15,Queens NC,1474,15,
Santa Clara,1365,10,Furman,1202,15,
Furman,1202,15,Siena,1373,16,
SMU,1374,11,Furman,1202,15,
South Florida,1378,11,Furman,1202,15,
St John's,1385,5,Furman,1202,15,
St Louis,1387,9,Furman,1202,15,
St Mary's CA,1388,7,Furman,1202,15,
TCU,1395,9,Furman,1202,15,
Tennessee,1397,6,Furman,1202,15,
Tennessee St,1398,15,Furman,1202,15,
Texas,1400,11,Furman,1202,15,
Texas A&M,1401,10,Furman,1202,15,
Texas Tech,1403,5,Furman,1202,15,
Troy,1407,13,Furman,1202,15,
UCF,1416,10,Furman,1202,15,
UCLA,1417,7,Furman,1202,15,
Furman,1202,15,UMBC,1420,16,
Utah St,1429,9,Furman,1202,15,
Vanderbilt,1435,5,Furman,1202,15,
VCU,1433,11,Furman,1202,15,
Villanova,1437,8,Furman,1202,15,
Virginia,1438,3,Furman,1202,15,
Wisconsin,1458,5,Furman,1202,15,
Wright St,1460,14,Furman,1202,15,
Gonzaga,1211,3,Georgia,1208,8,
Georgia,1208,8,Hawaii,1218,13,
Georgia,1208,8,High Point,1219,12,
Georgia,1208,8,Hofstra,1220,13,
Houston,1222,2,Georgia,1208,8,
Georgia,1208,8,Howard,1224,16,
Georgia,1208,8,Idaho,1225,15,
Illinois,1228,3,Georgia,1208,8,
Georgia,1208,8,Iowa,1234,9,
Iowa St,1235,2,Georgia,1208,8,
Kansas,1242,4,Georgia,1208,8,
Georgia,1208,8,Kennesaw,1244,14,
Kentucky,1246,7,Georgia,1208,8,
Georgia,1208,8,Lehigh,1250,16,
Georgia,1208,8,LIU Brooklyn,1254,16,
Louisville,1257,6,Georgia,1208,8,
Georgia,1208,8,McNeese St,1270,12,
Miami FL,1274,7,Georgia,1208,8,
Georgia,1208,8,Miami OH,1275,11,
Michigan,1276,1,Georgia,1208,8,
Michigan St,1277,3,Georgia,1208,8,
Georgia,1208,8,Missouri,1281,10,
Georgia,1208,8,N Dakota St,1295,14,
Georgia,1208,8,NC State,1301,11,
Nebraska,1304,4,Georgia,1208,8,
North Carolina,1314,6,Georgia,1208,8,
Georgia,1208,8,Northern Iowa,1320,12,
Ohio St,1326,8,Georgia,1208,8,
Georgia,1208,8,Penn,1335,14,
Georgia,1208,8,Prairie View,1341,16,
Purdue,1345,2,Georgia,1208,8,
Georgia,1208,8,Queens NC,1474,15,
Georgia,1208,8,Santa Clara,1365,10,
Georgia,1208,8,Siena,1373,16,
Georgia,1208,8,SMU,1374,11,
Georgia,1208,8,South Florida,1378,11,
St John's,1385,5,Georgia,1208,8,
Georgia,1208,8,St Louis,1387,9,
St Mary's CA,1388,7,Georgia,1208,8,
Georgia,1208,8,TCU,1395,9,
Tennessee,1397,6,Georgia,1208,8,
Georgia,1208,8,Tennessee St,1398,15,
Georgia,1208,8,Texas,1400,11,
Georgia,1208,8,Texas A&M,1401,10,
Texas Tech,1403,5,Georgia,1208,8,
Georgia,1208,8,Troy,1407,13,
Georgia,1208,8,UCF,1416,10,
UCLA,1417,7,Georgia,1208,8,
Georgia,1208,8,UMBC,1420,16,
Georgia,1208,8,Utah St,1429,9,
Vanderbilt,1435,5,Georgia,1208,8,
Georgia,1208,8,VCU,1433,11,
Villanova,1437,8,Georgia,1208,8,
Virginia,1438,3,Georgia,1208,8,
Wisconsin,1458,5,Georgia,1208,8,
Georgia,1208,8,Wright St,1460,14,
Gonzaga,1211,3,Hawaii,1218,13,
Gonzaga,1211,3,High Point,1219,12,
Gonzaga,1211,3,Hofstra,1220,13,
Houston,1222,2,Gonzaga,1211,3,
Gonzaga,1211,3,Howard,1224,16,
Gonzaga,1211,3,Idaho,1225,15,
Illinois,1228,3,Gonzaga,1211,3,
Gonzaga,1211,3,Iowa,1234,9,
Iowa St,1235,2,Gonzaga,1211,3,
Gonzaga,1211,3,Kansas,1242,4,
Gonzaga,1211,3,Kennesaw,1244,14,
Gonzaga,1211,3,Kentucky,1246,7,
Gonzaga,1211,3,Lehigh,1250,16,
Gonzaga,1211,3,LIU Brooklyn,1254,16,
Gonzaga,1211,3,Louisville,1257,6,
Gonzaga,1211,3,McNeese St,1270,12,
Gonzaga,1211,3,Miami FL,1274,7,
Gonzaga,1211,3,Miami OH,1275,11,
Michigan,1276,1,Gonzaga,1211,3,
Michigan St,1277,3,Gonzaga,1211,3,
Gonzaga,1211,3,Missouri,1281,10,
Gonzaga,1211,3,N Dakota St,1295,14,
Gonzaga,1211,3,NC State,1301,11,
Gonzaga,1211,3,Nebraska,1304,4,
Gonzaga,1211,3,North Carolina,1314,6,
Gonzaga,1211,3,Northern Iowa,1320,12,
Gonzaga,1211,3,Ohio St,1326,8,
Gonzaga,1211,3,Penn,1335,14,
Gonzaga,1211,3,Prairie View,1341,16,
Purdue,1345,2,Gonzaga,1211,3,
Gonzaga,1211,3,Queens NC,1474,15,
Gonzaga,1211,3,Santa Clara,1365,10,
Gonzaga,1211,3,Siena,1373,16,
Gonzaga,1211,3,SMU,1374,11,
Gonzaga,1211,3,South Florida,1378,11,
Gonzaga,1211,3,St John's,1385,5,
Gonzaga,1211,3,St Louis,1387,9,
Gonzaga,1211,3,St Mary's CA,1388,7,
Gonzaga,1211,3,TCU,1395,9,
Gonzaga,1211,3,Tennessee,1397,6,
Gonzaga,1211,3,Tennessee St,1398,15,
Gonzaga,1211,3,Texas,1400,11,
Gonzaga,1211,3,Texas A&M,1401,10,
Gonzaga,1211,3,Texas Tech,1403,5,
Gonzaga,1211,3,Troy,1407,13,
Gonzaga,1211,3,UCF,1416,10,
Gonzaga,1211,3,UCLA,1417,7,
Gonzaga,1211,3,UMBC,1420,16,
Gonzaga,1211,3,Utah St,1429,9,
Gonzaga,1211,3,Vanderbilt,1435,5,
Gonzaga,1211,3,VCU,1433,11,
Gonzaga,1211,3,Villanova,1437,8,
Gonzaga,1211,3,Virginia,1438,3,
Gonzaga,1211,3,Wisconsin,1458,5,
Gonzaga,1211,3,Wright St,1460,14,
High Point,1219,12,Hawaii,1218,13,
Hofstra,1220,13,Hawaii,1218,13,
Houston,1222,2,Hawaii,1218,13,
Hawaii,1218,13,Howard,1224,16,
Hawaii,1218,13,Idaho,1225,15,
Illinois,1228,3,Hawaii,1218,13,
Iowa,1234,9,Hawaii,1218,13,
Iowa St,1235,2,Hawaii,1218,13,
Kansas,1242,4,Hawaii,1218,13,
Hawaii,1218,13,Kennesaw,1244,14,
Kentucky,1246,7,Hawaii,1218,13,
Hawaii,1218,13,Lehigh,1250,16,
Hawaii,1218,13,LIU Brooklyn,1254,16,
Louisville,1257,6,Hawaii,1218,13,
McNeese St,1270,12,Hawaii,1218,13,
Miami FL,1274,7,Hawaii,1218,13,
Miami OH,1275,11,Hawaii,1218,13,
Michigan,1276,1,Hawaii,1218,13,
Michigan St,1277,3,Hawaii,1218,13,
Missouri,1281,10,Hawaii,1218,13,
Hawaii,1218,13,N Dakota St,1295,14,
NC State,1301,11,Hawaii,1218,13,
Nebraska,1304,4,Hawaii,1218,13,
North Carolina,1314,6,Hawaii,1218,13,
Northern Iowa,1320,12,Hawaii,1218,13,
Ohio St,1326,8,Hawaii,1218,13,
Hawaii,1218,13,Penn,1335,14,
Hawaii,1218,13,Prairie View,1341,16,
Purdue,1345,2,Hawaii,1218,13,
Hawaii,1218,13,Queens NC,1474,15,
Santa Clara,1365,10,Hawaii,1218,13,
Hawaii,1218,13,Siena,1373,16,
SMU,1374,11,Hawaii,1218,13,
South Florida,1378,11,Hawaii,1218,13,
St John's,1385,5,Hawaii,1218,13,
St Louis,1387,9,Hawaii,1218,13,
St Mary's CA,1388,7,Hawaii,1218,13,
TCU,1395,9,Hawaii,1218,13,
Tennessee,1397,6,Hawaii,1218,13,
Hawaii,1218,13,Tennessee St,1398,15,
Texas,1400,11,Hawaii,1218,13,
Texas A&M,1401,10,Hawaii,1218,13,
Texas Tech,1403,5,Hawaii,1218,13,
Troy,1407,13,Hawaii,1218,13,
UCF,1416,10,Hawaii,1218,13,
UCLA,1417,7,Hawaii,1218,13,
Hawaii,1218,13,UMBC,1420,16,
Utah St,1429,9,Hawaii,1218,13,
Vanderbilt,1435,5,Hawaii,1218,13,
VCU,1433,11,Hawaii,1218,13,
Villanova,1437,8,Hawaii,1218,13,
Virginia,1438,3,Hawaii,1218,13,
Wisconsin,1458,5,Hawaii,1218,13,
Hawaii,1218,13,Wright St,1460,14,
High Point,1219,12,Hofstra,1220,13,
Houston,1222,2,High Point,1219,12,
High Point,1219,12,Howard,1224,16,
High Point,1219,12,Idaho,1225,15,
Illinois,1228,3,High Point,1219,12,
Iowa,1234,9,High Point,1219,12,
Iowa St,1235,2,High Point,1219,12,
Kansas,1242,4,High Point,1219,12,
High Point,1219,12,Kennesaw,1244,14,
Kentucky,1246,7,High Point,1219,12,
High Point,1219,12,Lehigh,1250,16,
High Point,1219,12,LIU Brooklyn,1254,16,
Louisville,1257,6,High Point,1219,12,
McNeese St,1270,12,High Point,1219,12,
Miami FL,1274,7,High Point,1219,12,
Miami OH,1275,11,High Point,1219,12,
Michigan,1276,1,High Point,1219,12,
Michigan St,1277,3,High Point,1219,12,
Missouri,1281,10,High Point,1219,12,
High Point,1219,12,N Dakota St,1295,14,
NC State,1301,11,High Point,1219,12,
Nebraska,1304,4,High Point,1219,12,
North Carolina,1314,6,High Point,1219,12,
Northern Iowa,1320,12,High Point,1219,12,
Ohio St,1326,8,High Point,1219,12,
High Point,1219,12,Penn,1335,14,
High Point,1219,12,Prairie View,1341,16,
Purdue,1345,2,High Point,1219,12,
High Point,1219,12,Queens NC,1474,15,
Santa Clara,1365,10,High Point,1219,12,
High Point,1219,12,Siena,1373,16,
SMU,1374,11,High Point,1219,12,
South Florida,1378,11,High Point,1219,12,
St John's,1385,5,High Point,1219,12,
St Louis,1387,9,High Point,1219,12,
St Mary's CA,1388,7,High Point,1219,12,
TCU,1395,9,High Point,1219,12,
Tennessee,1397,6,High Point,1219,12,
High Point,1219,12,Tennessee St,1398,15,
Texas,1400,11,High Point,1219,12,
Texas A&M,1401,10,High Point,1219,12,
Texas Tech,1403,5,High Point,1219,12,
High Point,1219,12,Troy,1407,13,
UCF,1416,10,High Point,1219,12,
UCLA,1417,7,High Point,1219,12,
High Point,1219,12,UMBC,1420,16,
Utah St,1429,9,High Point,1219,12,
Vanderbilt,1435,5,High Point,1219,12,
VCU,1433,11,High Point,1219,12,
Villanova,1437,8,High Point,1219,12,
Virginia,1438,3,High Point,1219,12,
Wisconsin,1458,5,High Point,1219,12,
High Point,1219,12,Wright St,1460,14,
Houston,1222,2,Hofstra,1220,13,
Hofstra,1220,13,Howard,1224,16,
Hofstra,1220,13,Idaho,1225,15,
Illinois,1228,3,Hofstra,1220,13,
Iowa,1234,9,Hofstra,1220,13,
Iowa St,1235,2,Hofstra,1220,13,
Kansas,1242,4,Hofstra,1220,13,
Hofstra,1220,13,Kennesaw,1244,14,
Kentucky,1246,7,Hofstra,1220,13,
Hofstra,1220,13,Lehigh,1250,16,
Hofstra,1220,13,LIU Brooklyn,1254,16,
Louisville,1257,6,Hofstra,1220,13,
McNeese St,1270,12,Hofstra,1220,13,
Miami FL,1274,7,Hofstra,1220,13,
Miami OH,1275,11,Hofstra,1220,13,
Michigan,1276,1,Hofstra,1220,13,
Michigan St,1277,3,Hofstra,1220,13,
Missouri,1281,10,Hofstra,1220,13,
Hofstra,1220,13,N Dakota St,1295,14,
NC State,1301,11,Hofstra,1220,13,
Nebraska,1304,4,Hofstra,1220,13,
North Carolina,1314,6,Hofstra,1220,13,
Northern Iowa,1320,12,Hofstra,1220,13,
Ohio St,1326,8,Hofstra,1220,13,
Hofstra,1220,13,Penn,1335,14,
Hofstra,1220,13,Prairie View,1341,16,
Purdue,1345,2,Hofstra,1220,13,
Hofstra,1220,13,Queens NC,1474,15,
Santa Clara,1365,10,Hofstra,1220,13,
Hofstra,1220,13,Siena,1373,16,
SMU,1374,11,Hofstra,1220,13,
South Florida,1378,11,Hofstra,1220,13,
St John's,1385,5,Hofstra,1220,13,
St Louis,1387,9,Hofstra,1220,13,
St Mary's CA,1388,7,Hofstra,1220,13,
TCU,1395,9,Hofstra,1220,13,
Tennessee,1397,6,Hofstra,1220,13,
Hofstra,1220,13,Tennessee St,1398,15,
Texas,1400,11,Hofstra,1220,13,
Texas A&M,1401,10,Hofstra,1220,13,
Texas Tech,1403,5,Hofstra,1220,13,
Hofstra,1220,13,Troy,1407,13,
UCF,1416,10,Hofstra,1220,13,
UCLA,1417,7,Hofstra,1220,13,
Hofstra,1220,13,UMBC,1420,16,
Utah St,1429,9,Hofstra,1220,13,
Vanderbilt,1435,5,Hofstra,1220,13,
VCU,1433,11,Hofstra,1220,13,
Villanova,1437,8,Hofstra,1220,13,
Virginia,1438,3,Hofstra,1220,13,
Wisconsin,1458,5,Hofstra,1220,13,
Hofstra,1220,13,Wright St,1460,14,
Houston,1222,2,Howard,1224,16,
Houston,1222,2,Idaho,1225,15,
Houston,1222,2,Illinois,1228,3,
Houston,1222,2,Iowa,1234,9,
Houston,1222,2,Iowa St,1235,2,
Houston,1222,2,Kansas,1242,4,
Houston,1222,2,Kennesaw,1244,14,
Houston,1222,2,Kentucky,1246,7,
Houston,1222,2,Lehigh,1250,16,
Houston,1222,2,LIU Brooklyn,1254,16,
Houston,1222,2,Louisville,1257,6,
Houston,1222,2,McNeese St,1270,12,
Houston,1222,2,Miami FL,1274,7,
Houston,1222,2,Miami OH,1275,11,
Michigan,1276,1,Houston,1222,2,
Houston,1222,2,Michigan St,1277,3,
Houston,1222,2,Missouri,1281,10,
Houston,1222,2,N Dakota St,1295,14,
Houston,1222,2,NC State,1301,11,
Houston,1222,2,Nebraska,1304,4,
Houston,1222,2,North Carolina,1314,6,
Houston,1222,2,Northern Iowa,1320,12,
Houston,1222,2,Ohio St,1326,8,
Houston,1222,2,Penn,1335,14,
Houston,1222,2,Prairie View,1341,16,
Houston,1222,2,Purdue,1345,2,
Houston,1222,2,Queens NC,1474,15,
Houston,1222,2,Santa Clara,1365,10,
Houston,1222,2,Siena,1373,16,
Houston,1222,2,SMU,1374,11,
Houston,1222,2,South Florida,1378,11,
Houston,1222,2,St John's,1385,5,
Houston,1222,2,St Louis,1387,9,
Houston,1222,2,St Mary's CA,1388,7,
Houston,1222,2,TCU,1395,9,
Houston,1222,2,Tennessee,1397,6,
Houston,1222,2,Tennessee St,1398,15,
Houston,1222,2,Texas,1400,11,
Houston,1222,2,Texas A&M,1401,10,
Houston,1222,2,Texas Tech,1403,5,
Houston,1222,2,Troy,1407,13,
Houston,1222,2,UCF,1416,10,
Houston,1222,2,UCLA,1417,7,
Houston,1222,2,UMBC,1420,16,
Houston,1222,2,Utah St,1429,9,
Houston,1222,2,Vanderbilt,1435,5,
Houston,1222,2,VCU,1433,11,
Houston,1222,2,Villanova,1437,8,
Houston,1222,2,Virginia,1438,3,
Houston,1222,2,Wisconsin,1458,5,
Houston,1222,2,Wright St,1460,14,
Idaho,1225,15,Howard,1224,16,
Illinois,1228,3,Howard,1224,16,
Iowa,1234,9,Howard,1224,16,
Iowa St,1235,2,Howard,1224,16,
Kansas,1242,4,Howard,1224,16,
Kennesaw,1244,14,Howard,1224,16,
Kentucky,1246,7,Howard,1224,16,
Howard,1224,16,Lehigh,1250,16,
LIU Brooklyn,1254,16,Howard,1224,16,
Louisville,1257,6,Howard,1224,16,
McNeese St,1270,12,Howard,1224,16,
Miami FL,1274,7,Howard,1224,16,
Miami OH,1275,11,Howard,1224,16,
Michigan,1276,1,Howard,1224,16,
Michigan St,1277,3,Howard,1224,16,
Missouri,1281,10,Howard,1224,16,
N Dakota St,1295,14,Howard,1224,16,
NC State,1301,11,Howard,1224,16,
Nebraska,1304,4,Howard,1224,16,
North Carolina,1314,6,Howard,1224,16,
Northern Iowa,1320,12,Howard,1224,16,
Ohio St,1326,8,Howard,1224,16,
Penn,1335,14,Howard,1224,16,
Howard,1224,16,Prairie View,1341,16,
Purdue,1345,2,Howard,1224,16,
Queens NC,1474,15,Howard,1224,16,
Santa Clara,1365,10,Howard,1224,16,
Siena,1373,16,Howard,1224,16,
SMU,1374,11,Howard,1224,16,
South Florida,1378,11,Howard,1224,16,
St John's,1385,5,Howard,1224,16,
St Louis,1387,9,Howard,1224,16,
St Mary's CA,1388,7,Howard,1224,16,
TCU,1395,9,Howard,1224,16,
Tennessee,1397,6,Howard,1224,16,
Tennessee St,1398,15,Howard,1224,16,
Texas,1400,11,Howard,1224,16,
Texas A&M,1401,10,Howard,1224,16,
Texas Tech,1403,5,Howard,1224,16,
Troy,1407,13,Howard,1224,16,
UCF,1416,10,Howard,1224,16,
UCLA,1417,7,Howard,1224,16,
Howard,1224,16,UMBC,1420,16,
Utah St,1429,9,Howard,1224,16,
Vanderbilt,1435,5,Howard,1224,16,
VCU,1433,11,Howard,1224,16,
Villanova,1437,8,Howard,1224,16,
Virginia,1438,3,Howard,1224,16,
Wisconsin,1458,5,Howard,1224,16,
Wright St,1460,14,Howard,1224,16,
Illinois,1228,3,Idaho,1225,15,
Iowa,1234,9,Idaho,1225,15,
Iowa St,1235,2,Idaho,1225,15,
Kansas,1242,4,Idaho,1225,15,
Kennesaw,1244,14,Idaho,1225,15,
Kentucky,1246,7,Idaho,1225,15,
Idaho,1225,15,Lehigh,1250,16,
Idaho,1225,15,LIU Brooklyn,1254,16,
Louisville,1257,6,Idaho,1225,15,
McNeese St,1270,12,Idaho,1225,15,
Miami FL,1274,7,Idaho,1225,15,
Miami OH,1275,11,Idaho,1225,15,
Michigan,1276,1,Idaho,1225,15,
Michigan St,1277,3,Idaho,1225,15,
Missouri,1281,10,Idaho,1225,15,
N Dakota St,1295,14,Idaho,1225,15,
NC State,1301,11,Idaho,1225,15,
Nebraska,1304,4,Idaho,1225,15,
North Carolina,1314,6,Idaho,1225,15,
Northern Iowa,1320,12,Idaho,1225,15,
Ohio St,1326,8,Idaho,1225,15,
Penn,1335,14,Idaho,1225,15,
Idaho,1225,15,Prairie View,1341,16,
Purdue,1345,2,Idaho,1225,15,
Idaho,1225,15,Queens NC,1474,15,
Santa Clara,1365,10,Idaho,1225,15,
Idaho,1225,15,Siena,1373,16,
SMU,1374,11,Idaho,1225,15,
South Florida,1378,11,Idaho,1225,15,
St John's,1385,5,Idaho,1225,15,
St Louis,1387,9,Idaho,1225,15,
St Mary's CA,1388,7,Idaho,1225,15,
TCU,1395,9,Idaho,1225,15,
Tennessee,1397,6,Idaho,1225,15,
Tennessee St,1398,15,Idaho,1225,15,
Texas,1400,11,Idaho,1225,15,
Texas A&M,1401,10,Idaho,1225,15,
Texas Tech,1403,5,Idaho,1225,15,
Troy,1407,13,Idaho,1225,15,
UCF,1416,10,Idaho,1225,15,
UCLA,1417,7,Idaho,1225,15,
Idaho,1225,15,UMBC,1420,16,
Utah St,1429,9,Idaho,1225,15,
Vanderbilt,1435,5,Idaho,1225,15,
VCU,1433,11,Idaho,1225,15,
Villanova,1437,8,Idaho,1225,15,
Virginia,1438,3,Idaho,1225,15,
Wisconsin,1458,5,Idaho,1225,15,
Wright St,1460,14,Idaho,1225,15,
Illinois,1228,3,Iowa,1234,9,
Iowa St,1235,2,Illinois,1228,3,
Illinois,1228,3,Kansas,1242,4,
Illinois,1228,3,Kennesaw,1244,14,
Illinois,1228,3,Kentucky,1246,7,
Illinois,1228,3,Lehigh,1250,16,
Illinois,1228,3,LIU Brooklyn,1254,16,
Illinois,1228,3,Louisville,1257,6,
Illinois,1228,3,McNeese St,1270,12,
Illinois,1228,3,Miami FL,1274,7,
Illinois,1228,3,Miami OH,1275,11,
Michigan,1276,1,Illinois,1228,3,
Michigan St,1277,3,Illinois,1228,3,
Illinois,1228,3,Missouri,1281,10,
Illinois,1228,3,N Dakota St,1295,14,
Illinois,1228,3,NC State,1301,11,
Illinois,1228,3,Nebraska,1304,4,
Illinois,1228,3,North Carolina,1314,6,
Illinois,1228,3,Northern Iowa,1320,12,
Illinois,1228,3,Ohio St,1326,8,
Illinois,1228,3,Penn,1335,14,
Illinois,1228,3,Prairie View,1341,16,
Purdue,1345,2,Illinois,1228,3,
Illinois,1228,3,Queens NC,1474,15,
Illinois,1228,3,Santa Clara,1365,10,
Illinois,1228,3,Siena,1373,16,
Illinois,1228,3,SMU,1374,11,
Illinois,1228,3,South Florida,1378,11,
Illinois,1228,3,St John's,1385,5,
Illinois,1228,3,St Louis,1387,9,
Illinois,1228,3,St Mary's CA,1388,7,
Illinois,1228,3,TCU,1395,9,
Illinois,1228,3,Tennessee,1397,6,
Illinois,1228,3,Tennessee St,1398,15,
Illinois,1228,3,Texas,1400,11,
Illinois,1228,3,Texas A&M,1401,10,
Illinois,1228,3,Texas Tech,1403,5,
Illinois,1228,3,Troy,1407,13,
Illinois,1228,3,UCF,1416,10,
Illinois,1228,3,UCLA,1417,7,
Illinois,1228,3,UMBC,1420,16,
Illinois,1228,3,Utah St,1429,9,
Illinois,1228,3,Vanderbilt,1435,5,
Illinois,1228,3,VCU,1433,11,
Illinois,1228,3,Villanova,1437,8,
Illinois,1228,3,Virginia,1438,3,
Illinois,1228,3,Wisconsin,1458,5,
Illinois,1228,3,Wright St,1460,14,
Iowa St,1235,2,Iowa,1234,9,
Kansas,1242,4,Iowa,1234,9,
Iowa,1234,9,Kennesaw,1244,14,
Kentucky,1246,7,Iowa,1234,9,
Iowa,1234,9,Lehigh,1250,16,
Iowa,1234,9,LIU Brooklyn,1254,16,
Louisville,1257,6,Iowa,1234,9,
Iowa,1234,9,McNeese St,1270,12,
Miami FL,1274,7,Iowa,1234,9,
Iowa,1234,9,Miami OH,1275,11,
Michigan,1276,1,Iowa,1234,9,
Michigan St,1277,3,Iowa,1234,9,
Iowa,1234,9,Missouri,1281,10,
Iowa,1234,9,N Dakota St,1295,14,
Iowa,1234,9,NC State,1301,11,
Nebraska,1304,4,Iowa,1234,9,
North Carolina,1314,6,Iowa,1234,9,
Iowa,1234,9,Northern Iowa,1320,12,
Ohio St,1326,8,Iowa,1234,9,
Iowa,1234,9,Penn,1335,14,
Iowa,1234,9,Prairie View,1341,16,
Purdue,1345,2,Iowa,1234,9,
Iowa,1234,9,Queens NC,1474,15,
Iowa,1234,9,Santa Clara,1365,10,
Iowa,1234,9,Siena,1373,16,
Iowa,1234,9,SMU,1374,11,
Iowa,1234,9,South Florida,1378,11,
St John's,1385,5,Iowa,1234,9,
St Louis,1387,9,Iowa,1234,9,
St Mary's CA,1388,7,Iowa,1234,9,
TCU,1395,9,Iowa,1234,9,
Tennessee,1397,6,Iowa,1234,9,
Iowa,1234,9,Tennessee St,1398,15,
Iowa,1234,9,Texas,1400,11,
Iowa,1234,9,Texas A&M,1401,10,
Texas Tech,1403,5,Iowa,1234,9,
Iowa,1234,9,Troy,1407,13,
Iowa,1234,9,UCF,1416,10,
UCLA,1417,7,Iowa,1234,9,
Iowa,1234,9,UMBC,1420,16,
Utah St,1429,9,Iowa,1234,9,
Vanderbilt,1435,5,Iowa,1234,9,
Iowa,1234,9,VCU,1433,11,
Villanova,1437,8,Iowa,1234,9,
Virginia,1438,3,Iowa,1234,9,
Wisconsin,1458,5,Iowa,1234,9,
Iowa,1234,9,Wright St,1460,14,
Iowa St,1235,2,Kansas,1242,4,
Iowa St,1235,2,Kennesaw,1244,14,
Iowa St,1235,2,Kentucky,1246,7,
Iowa St,1235,2,Lehigh,1250,16,
Iowa St,1235,2,LIU Brooklyn,1254,16,
Iowa St,1235,2,Louisville,1257,6,
Iowa St,1235,2,McNeese St,1270,12,
Iowa St,1235,2,Miami FL,1274,7,
Iowa St,1235,2,Miami OH,1275,11,
Michigan,1276,1,Iowa St,1235,2,
Iowa St,1235,2,Michigan St,1277,3,
Iowa St,1235,2,Missouri,1281,10,
Iowa St,1235,2,N Dakota St,1295,14,
Iowa St,1235,2,NC State,1301,11,
Iowa St,1235,2,Nebraska,1304,4,
Iowa St,1235,2,North Carolina,1314,6,
Iowa St,1235,2,Northern Iowa,1320,12,
Iowa St,1235,2,Ohio St,1326,8,
Iowa St,1235,2,Penn,1335,14,
Iowa St,1235,2,Prairie View,1341,16,
Iowa St,1235,2,Purdue,1345,2,
Iowa St,1235,2,Queens NC,1474,15,
Iowa St,1235,2,Santa Clara,1365,10,
Iowa St,1235,2,Siena,1373,16,
Iowa St,1235,2,SMU,1374,11,
Iowa St,1235,2,South Florida,1378,11,
Iowa St,1235,2,St John's,1385,5,
Iowa St,1235,2,St Louis,1387,9,
Iowa St,1235,2,St Mary's CA,1388,7,
Iowa St,1235,2,TCU,1395,9,
Iowa St,1235,2,Tennessee,1397,6,
Iowa St,1235,2,Tennessee St,1398,15,
Iowa St,1235,2,Texas,1400,11,
Iowa St,1235,2,Texas A&M,1401,10,
Iowa St,1235,2,Texas Tech,1403,5,
Iowa St,1235,2,Troy,1407,13,
Iowa St,1235,2,UCF,1416,10,
Iowa St,1235,2,UCLA,1417,7,
Iowa St,1235,2,UMBC,1420,16,
Iowa St,1235,2,Utah St,1429,9,
Iowa St,1235,2,Vanderbilt,1435,5,
Iowa St,1235,2,VCU,1433,11,
Iowa St,1235,2,Villanova,1437,8,
Iowa St,1235,2,Virginia,1438,3,
Iowa St,1235,2,Wisconsin,1458,5,
Iowa St,1235,2,Wright St,1460,14,
Kansas,1242,4,Kennesaw,1244,14,
Kansas,1242,4,Kentucky,1246,7,
Kansas,1242,4,Lehigh,1250,16,
Kansas,1242,4,LIU Brooklyn,1254,16,
Kansas,1242,4,Louisville,1257,6,
Kansas,1242,4,McNeese St,1270,12,
Kansas,1242,4,Miami FL,1274,7,
Kansas,1242,4,Miami OH,1275,11,
Michigan,1276,1,Kansas,1242,4,
Michigan St,1277,3,Kansas,1242,4,
Kansas,1242,4,Missouri,1281,10,
Kansas,1242,4,N Dakota St,1295,14,
Kansas,1242,4,NC State,1301,11,
Nebraska,1304,4,Kansas,1242,4,
Kansas,1242,4,North Carolina,1314,6,
Kansas,1242,4,Northern Iowa,1320,12,
Kansas,1242,4,Ohio St,1326,8,
Kansas,1242,4,Penn,1335,14,
Kansas,1242,4,Prairie View,1341,16,
Purdue,1345,2,Kansas,1242,4,
Kansas,1242,4,Queens NC,1474,15,
Kansas,1242,4,Santa Clara,1365,10,
Kansas,1242,4,Siena,1373,16,
Kansas,1242,4,SMU,1374,11,
Kansas,1242,4,South Florida,1378,11,
Kansas,1242,4,St John's,1385,5,
Kansas,1242,4,St Louis,1387,9,
Kansas,1242,4,St Mary's CA,1388,7,
Kansas,1242,4,TCU,1395,9,
Kansas,1242,4,Tennessee,1397,6,
Kansas,1242,4,Tennessee St,1398,15,
Kansas,1242,4,Texas,1400,11,
Kansas,1242,4,Texas A&M,1401,10,
Kansas,1242,4,Texas Tech,1403,5,
Kansas,1242,4,Troy,1407,13,
Kansas,1242,4,UCF,1416,10,
Kansas,1242,4,UCLA,1417,7,
Kansas,1242,4,UMBC,1420,16,
Kansas,1242,4,Utah St,1429,9,
Kansas,1242,4,Vanderbilt,1435,5,
Kansas,1242,4,VCU,1433,11,
Kansas,1242,4,Villanova,1437,8,
